Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
,Unidad Regional Toluca,Institucion publica / Educacion y Empleo,"Rafael M. Hidalgo No. 301, 2do. Piso esq. Ignacio López Rayón, Col. Cuauhtémoc, Toluca, Estado de México, C.P. 50130",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.6524225,19.2801529
,Unidad Regional Ecatepec,Institucion publica / Educacion y Empleo,"Calle Nicolás Bravo s/n, Col. La Mora, Ecatepec, Estado de México, C.P. 55030",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0515067,19.5975449
,Unidad Regional Nezahualcóyotl,Institucion publica / Educacion y Empleo,"Calle Moneda No. 1 esq. Av. Texcoco, Col. Metropolitana, 1ª. Sección, Nezahualcóyotl, Estado de México, C.P. 57730",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0380667,19.3920021
,Unidad Regional Atlacomulco,Institucion publica / Educacion y Empleo,"Calle Ing. Luis Galindo Ruíz 312 Sur, Edif. F, Planta Baja, Centro de Servicios Administrativos de Atlacomulco (CROSA), Col. Fovisste, Atlacomulco, Estado de México, C.P. 51180",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.8754809,19.790767
,Unidad Regional Ixtapaluca,Institucion publica / Educacion y Empleo,"Calle Municipio Libre S/N, a un costado del Auditorio Municipal Benito Juárez, Col. Centro, Ixtapaluca, Estado de México, C.P. 56150.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.8846409,19.3131919
,Unidad Regional Tejupilco,Institucion publica / Educacion y Empleo,"Calle Santa Cecilia No. 40, Oficina No. 6, Ca Ex Bodega IMPECSA, Col. México 68, Tejupilco, Estado de México, C.P. 51400",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.1507188,18.9062177
,Dirección de Empleo de Michoacán,Institucion publica / Educacion y Empleo,"Av. Camelias No. 2347 esq. Manuel Pérez Coronado, Fracc. Camelias, Morelia, Michoacán, C.P. 58290.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.1709167,19.6825837
,Unidad Regional Apatzingán,Institucion publica / Educacion y Empleo,"Calle José María Coss No. 10, Col. Centro, Apatzingán, Michoacán, C.P. 60600",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.3559125,19.0870962
,Unidad Regional La Piedad,Institucion publica / Educacion y Empleo,"Calle Reforma No. 64, Col. Centro, La Piedad, Michoacán, C.P. 59300.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.0282473,20.3433252
,Unidad Regional Lázaro Cárdenas,Institucion publica / Educacion y Empleo,"Av. Melchor Ocampo No. 68, Col. Infonavit Nuevo Horizonte, Lázaro Cárdenas, Michoacán, C.P. 60953.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2107128,17.9617074
,Unidad Regional Pátzcuaro,Institucion publica / Educacion y Empleo,"Calle Dr. Coss No. 12, Col. Centro, Pátzcuaro, Michoacán, C.P. 61500.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.6090963,19.5117674
,Unidad Regional Uruapan,Institucion publica / Educacion y Empleo,"Paseo Lázaro Cárdenas No. 2001, Interior 4 y 5, Col. Los Ángeles, Uruapan, Michoacán, C.P. 60160.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.055628,19.3999509
,Unidad Regional Zamora,Institucion publica / Educacion y Empleo,"Calle Martínez Navarrete Local 25, Centro Comercial Plaza Las Palomas, Fracc. Los Laureles Zamora, Michoacán, C.P. 59600.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2871974,19.9803752
,Unidad Regional Zitácuaro,Institucion publica / Educacion y Empleo,"Calle Cuauhtémoc Oriente No. 17, Col. Centro, Zitácuaro, Michoacán, C.P. 61500.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.353671,19.4383952
,Dirección General del Servicio Nacional de Empleo de Morelos,Institucion publica / Educacion y Empleo,"Av. Dr. Gustavo Gómez Azcárate s/n esq. Av. Domingo Diez, Col. Lomas de la Selva, Cuernavaca, Morelos, C.P. 62270.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2356534,18.9514495
,Unidad Regional Cuautla,Institucion publica / Educacion y Empleo,"Calle Batalla 19 de Febrero No.73 Int. 1, Col. Centro, Cuautla, Morelos, C.P. 62740.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.9532478,18.8178963
,Unidad Regional Jojutla,Institucion publica / Educacion y Empleo,"Blvd. Benito Juárez s/n, Unidad Cultural Deportiva “La Perseverancia”, Col. Cuauhtémoc, Jojutla, Morelos, C.P. 62900",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1833294,18.6232677
,Sistema Nacional de Empleo Nayarit,Institucion publica / Educacion y Empleo,"Calle Querétaro No. 35 esq. Morelos, Planta Baja, Col. Centro, Tepic, Nayarit, C.P. 63000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.8950863,21.5113041
,Unidad Regional Tepic,Institucion publica / Educacion y Empleo,"Av. Tecnológico No. 2701, 1er. Piso, Col. Lagos del Country, Tepic, Nayarit, C.P. 63172.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.8632455,21.4758963
,Servicio Estatal de Empleo de Nuevo León,Institucion publica / Educacion y Empleo,"Torre Administrativa 4º. Piso, Washington No. 2000 Ote., Col. Obrera, Monterrey, Nuevo León, C.P. 64010.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.2921889,25.6755244
,Unidad Regional Guadalupe,Institucion publica / Educacion y Empleo,"Av. Lázaro Cárdenas No. 500, Col. Vivienda Popular, Guadalupe, Nuevo León, C.P. 67170.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.232267,25.6736258
,Unidad Regional San Nicolás de los Garza,Institucion publica / Educacion y Empleo,"Av. Arturo B. de La Garza No. 1315 Norte, Auditorio Jorge Treviño 3er. Piso, Fracc. Villarreal, San Nicolás de los Garza, Nuevo León, C.P. 65500",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.2900062,25.7674517
,Unidad Regional Linares,Institucion publica / Educacion y Empleo,"Carretera a Galeana Parque el Nogalar Km. 2.5, Col. Miguel Hidalgo, Linares, Nuevo León, C.P. 67770.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.5744135,24.8357347
,Unidad Regional Santa Catarina,Institucion publica / Educacion y Empleo,"Av. Juárez 111, Col. Centro, Santa Catarina, Nuevo León, C.P. 66350.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.4620845,25.6749524
,Unidad Regional Escobedo,Institucion publica / Educacion y Empleo,"Av. Madero No. 201 Norte, Unidad Administrativa, 3er. Piso, Col. Centro, General Escobedo, Nuevo León, C.P. 66050.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3230318,25.808262
,Unidad Regional San Pedro,Institucion publica / Educacion y Empleo,"Av. Corregidora s/n esq. con Independencia, 4º. Piso, Col. Centro, San Pedro Garza García, Nuevo León, C.P. 66200.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.4029928,25.6684287
,Unidad Regional Apodaca,Institucion publica / Educacion y Empleo,"Abasolo No. 103 entre Porfirio Díaz y Escobedo, Interior Edif. Obras Públicas, Col. Centro, Apodaca, Nuevo León, C.P. 66600.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.1941399,25.7786212
,Servicio Estatal de Empleo de Oaxaca,Institucion publica / Educacion y Empleo,"Centro Administrativo del Poder Ejecutivo y Judicial “General Porfirio Díaz”, Edif. G-2 María Sabina, Nivel 3, Agencia Municipal Reyes Mantecón, Carretera Oaxaca- Puerto Escondido Km. 18, Fracc. Reyes Mantecón, San Bartolo Coyotepec, Oaxaca, C.P. 71257",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.7239787,16.9066864
,Unidad Regional Valles Centrales,Institucion publica / Educacion y Empleo,"Gardenias No. 713-A, entre Álamos y Naranjos, Col. Reforma, Oaxaca de Juárez, Oaxaca, C.P. 68050",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.7144927,17.078814
,Unidad Regional Costa,Institucion publica / Educacion y Empleo,"1ª. Sur No. 305, Sector Hidalgo, Col. Centro, San Pedro Mixtepec, Dto. 22, Puerto Escondido, Oaxaca, C.P. 71980.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.0712912,15.8610185
,Unidad Regional Istmo,Institucion publica / Educacion y Empleo,"Av. Manuel Ávila Camacho s/n, Col. Centro, Salina Cruz, Oaxaca, C.P. 70600.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-95.1930746,16.1766971
,Unidad Regional Papaloapan,Institucion publica / Educacion y Empleo,"Calle Vicente Guerrero No. 128, Col. Centro, San Juan Bautista Tuxtepec, Oaxaca. C.P. 68300.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.1211591,18.0829597
,Unidad Regional Mixteca,Institucion publica / Educacion y Empleo,"Calle Micaela Galindo No. 14, Col. Centro, Huajuapan de León, Oaxaca, C.P. 69000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.7774665,17.8054478
,Servicio Estatal de Empleo de Puebla,Institucion publica / Educacion y Empleo,"Callejón de la 10 Norte No. 806, Paseo de San Francisco, Barrio del Alto, Centro Histórico, Puebla, Puebla, C.P. 72000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.1901464,19.0439813
,Unidad Regional Tehuacán,Institucion publica / Educacion y Empleo,"Centro Integral de Servicios (CIS), Carretera Federal Puebla – Tehuacán Km. 115, Col. San Lorenzo Teotipilco Tehuacán, Puebla, C.P. 75750.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.7012507,18.8074893
,Unidad Regional Teziutlán,Institucion publica / Educacion y Empleo,"Av. Hidalgo No. 1629-B, P.B. Col. San Rafael, Teziutlán, Puebla, C.P. 73800",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.3634035,19.8083634
,Servicio Estatal de Empleo de Querétaro,Institucion publica / Educacion y Empleo,"Calle Ezequiel Montes Norte. No. 23, 1er. Piso, Col. Centro Histórico, Querétaro, Querétaro, C.P. 76000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3982308,20.5916636
,Unidad Regional San Juan del Río,Institucion publica / Educacion y Empleo,"Av. Constituyentes No. 12, Col. Centro, San Juan del Río, Querétaro, C.P. 76800.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.9905474,20.3913152
,Servicio Estatal de Empleo y Capacitación para el Trabajo de Quintana Roo,Institucion publica / Educacion y Empleo,"Carmen Ochoa de Merino No. 173 entre 5 de mayo y 16 de Septiembre, Col. Centro, Cd. Chetumal, Othón P. Blanco, Quintana Roo, C.P. 77000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-88.3020602,18.5001577
,Unidad Regional Chetumal,Institucion publica / Educacion y Empleo,"Carmen Ochoa de Merino No. 171 entre 5 de mayo y 16 de Septiembre, Col. Centro, Cd. Chetumal, Othón P. Blanco, Quintana Roo, C.P. 77000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-88.2988634,18.495096
,Unidad Regional Cancún,Institucion publica / Educacion y Empleo,"Av. Xcaret, Supermanzana 36 Manz. 2, Lote 2, Plaza Las Palmas, Locales A34-B9, Planta Alta, Col. Supermanzana Centro, Cancún, Benito Juárez, Quintana Roo, C.P. 77500.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-86.8336417,21.1551344
,Unidad Regional Playa del Carmen,Institucion publica / Educacion y Empleo,"Av. 30 Norte, Manz. 96 Lote 10, Edif Atmosphfera, Col. Zazil-Ha, Cd. Playa del Carmen Solidaridad, Quintana Roo, C.P. 77720.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-87.06514419999999,20.6314025
,Servicio Nacional de Empleo de San Luis Potosí,Institucion publica / Educacion y Empleo,"Av. Manuel J. Clouthier No. 263-A, Local Z-05, 2do. Piso, Plaza Tangamanga, Fracc. Tangamanga, San Luis Potosí, San Luis Potosí, C.P. 78260",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.0035647,22.1409423
,Unidad Regional Matehuala,Institucion publica / Educacion y Empleo,"Carretera a la Paz Km. 3, Interior Campo Betania s/n, Col. Campo Betania, Matehuala, San Luis Potosí, C.P. 78724.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.6493794,23.6673337
,Unidad Regional Ciudad Valles,Institucion publica / Educacion y Empleo,"Av. Hidalgo No. 106, Conjunto Plaza, Interior 1, 2º. Piso, Col. Zona Centro, Cd. Valles, San Luis Potosí, C.P. 79000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0192714,21.9859119
,Unidad Regional Río Verde,Institucion publica / Educacion y Empleo,"Calle 5 de Mayo No. 107, Locales 16 y 18, Planta Alta, Plaza 5 de Mayo, Col. Zona Centro, Río Verde, San Luis Potosí, C.P. 79610",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.993618,21.9335251
,Unidad Regional Tamazunchale,Institucion publica / Educacion y Empleo,"Calle Democracia No. 115, Col. Barrio del Carmen, Tamazunchale, San Luis Potosí, C.P. 79960.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.7980876,21.2656823
,Unidad Regional San Luis Potosí Zona Industrial,Institucion publica / Educacion y Empleo,"Comisión de Electricidad 815, Eje 136, Zona Industrial, San Luis Potosí, San Luis Potosí, C.P. 78395",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.8771722,22.0614946
,Servicio Nacional del Empleo de Sinaloa,Institucion publica / Educacion y Empleo,"Av. Insurgentes s/n, Sótano Unidad Administrativa del Palacio de Gobierno del Estado, Col. Centro Sinaloa, Culiacán, Sinaloa, C.P. 80129",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-107.410017,24.7974341
,Unidad Regional Culiacán,Institucion publica / Educacion y Empleo,"Blvd. Ducto PEMEX y Blvd. Pedro Infante s/n, Planta Baja, Ventanilla 16 y 17, Unidad de Servicios Estatales, Col. Desarrollo Urbano 3 Ríos, Culiacán, Sinaloa, C.P. 80104",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-107.4445832,24.7890333
,Unidad Regional Guasave,Institucion publica / Educacion y Empleo,"Calle Leyva No. 85 entre Carrasco y Zaragoza, Col. Centro, Guasave, Sinaloa, C.P. 81000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-108.4605374,25.5599191
,Unidad Regional Mazatlán,Institucion publica / Educacion y Empleo,"Calle Río Culiacán y calle Baluarte s/n, Planta Alta, Unidad Administrativa a un costado de la Procuraduría de Justicia, Frac. Tellería, Mazatlán, Sinaloa, C.P. 82017",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.4273366,23.2288987
,Unidad Regional Los Mochis,Institucion publica / Educacion y Empleo,"Calle Guillermo Prieto No. 105 Sur esq. Calle Morelos, Edif. Paulina, Local 1, Col. Centro, Los Mochis, Ahome, Sinaloa, C.P. 81500",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-108.9912367,25.7904527
,Subsecretaría de Promoción del Empleo y Productividad de Sonora,Institucion publica / Educacion y Empleo,"Centro de Gobierno, Edif. Sonora Sur, 3er. Nivel, Lado Sur entre Comonfort y Blvd. Paseo Río Sonora s/n, Col. Villa de Seris, Hermosillo, Sonora, C.P. 83280",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9559192,29.0729673
,Unidad Regional Ciudad Obregón,Institucion publica / Educacion y Empleo,"Calle 5 de Febrero s/n y Prof. Montero Morales y Allende s/n, 1er. piso, Edif. del Gobierno del Estado Col. Centro, Cd. Obregón, Cajeme, Sonora, C.P. 85000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.932234,27.497053
,Unidad Regional San Luis Colorado,Institucion publica / Educacion y Empleo,"Av. Félix Contreras entre Calle Primera y Calle Segunda s/n, Col. Cuauhtémoc, San Luis Río Colorado, Sonora, C.P. 83400.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-114.7536541,32.467875
,Unidad Regional Nogales,Institucion publica / Educacion y Empleo,"Carretera Internacional Km. 5.5, Local 5, Col. El Greco, Nogales, Sonora, C.P. 84000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9364887,31.2868571
,Unidad Regional Navojoa,Institucion publica / Educacion y Empleo,"Blvd. Obregón No. 101 entre Otero y Pesquería, Col. Centro, Navojoa, Sonora, C.P. 85800.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.4471637,27.0814204
,Unidad Regional Hermosillo,Institucion publica / Educacion y Empleo,"Centro de Gobierno, Calle Ignacio Comonfort, Local No. 8, entre Av. Cultura y Paseo Río Sonora s/n, Col. Villa de Seris, Hermosillo, Sonora, C.P. 83280.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9601408,29.0670263
,Servicio Estatal de Empleo de Tabasco,Institucion publica / Educacion y Empleo,"Av. Paseo Tabasco No. 412, 3er piso, Entre calle Ignacio Allende y León Alejo Torres, Col. Centro, Villahermosa Centro, Tabasco, C.P. 86000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.9475061,17.989456
,Unidad Regional Villahermosa,Institucion publica / Educacion y Empleo,"Av. Gregorio Méndez Magaña No. 720, Planta Baja, Col. Centro, Villahermosa Centro, Tabasco, C.P. 86000.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.9475061,17.989456
,Unidad Regional Cárdenas,Institucion publica / Educacion y Empleo,"Mariano Abasolo No. 128, Col. Centro, Cárdenas, Tabasco, C.P. 86500.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.3751892,17.9979503
,Servicio Estatal del Empleo de Tamaulipas,Institucion publica / Educacion y Empleo,"Prol. Bvd. Praxedis Balboa con libramiento Naciones Unidas, Torre Bicentenario Piso 22, or Centro de Oficinas Gubernamentales, Cd. Victoria, Tamaulipas, C.P. 87083.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1657053,23.7666953
,Unidad Regional Ciudad Victoria,Institucion publica / Educacion y Empleo,"Prol. Bvd. Praxedis Balboa con libramiento Naciones Unidas Planta Baja, Torre Bicentenario, Centro de Oficinas Gubernamentales, Cd. Victoria, Tamaulipas C.P. 87083.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.0984644,23.7524475
,Unidad Regional Matamoros,Institucion publica / Educacion y Empleo,"Av. Lauro Villar No. 1101 esq. Francisco Villa, Plaza Río, Local 6, Col. Las Palmas, Matamoros, Tamaulipas, C.P. 87420.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.4820505,25.8660563
