description,geometry_str,tipo,name,descripcion_1,descripcion_2,descripcion_3,descripcion_4,descripcion_5,descripcion_6,descripcion_7,descripcion_8,descripcion_9,descripcion_10,descripcion_11,descripcion_12,descripcion_13
"Asistencia humanitaria, orientación, programas de integración para personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.<br><br>Tel. 962 6425 198 / 962 6425 199<br><br>21 Oriente No. 22, entre 9ª y 11ª Avenida Norte, Col. Lomas del Soconusco.       ","c(-92.2525063, 14.9146805, 0)",Organizaciones Internacionales y No Gubernamentales,"ACNUR, La Agencia de la ONU para los Refugiados","Asistencia humanitaria, orientación, programas de integración para personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.",,Tel. 962 6425 198 / 962 6425 199,,"21 Oriente No. 22, entre 9ª y 11ª Avenida Norte, Col. Lomas del Soconusco.       ",,,,,,,,
"Promoción de los derechos de niñas, niños y adolescentes. 4ª Avenida Sur No.12 entre<br>Central y 2ª Poniente, Col. Centro.<br><br>Ruta A pie","c(-92.2654161, 14.907122, 0)",Organizaciones Internacionales y No Gubernamentales,UNICEF. Fondo de las Naciones Unidas para la Infancia.,"Promoción de los derechos de niñas, niños y adolescentes. 4ª Avenida Sur No.12 entre","Central y 2ª Poniente, Col. Centro.",,Ruta A pie,,,,,,,,,
"Orienta y fortelece los mecanismos para llevar a cabo la migración en forma ordenada, segura y regular.<br><br>Tel. 962 642 5674 / 962 6097 940<br><br>4ª avenida Sur No.12 entre Central y 2ª Poniente, Col. Centro.","c(-92.2653485, 14.907213, 0)",Organizaciones Internacionales y No Gubernamentales,"OIM, Organización Internacional para las Migraciones","Orienta y fortelece los mecanismos para llevar a cabo la migración en forma ordenada, segura y regular.",,Tel. 962 642 5674 / 962 6097 940,,"4ª avenida Sur No.12 entre Central y 2ª Poniente, Col. Centro.",,,,,,,,
"Pruebas rápidas de VIH con pre y post consejería; Canalización a servicios médicos; Orientación jurídica; Educación en derechos sexuales y reproductivos; Campañas de prevención en VIH y otra infecciones de transmisión sexual - ETS.<br><br>Tel. 962 6267 896 / Cel: 962 2400 025<br><br>Central Norte No.168 altos entre 23ª y 25ª Poniente Planta Alta, Col. 5 de Febrero.","c(-92.2569754, 14.9181642, 0)",Organizaciones Internacionales y No Gubernamentales,Una Mano Amiga en la Lucha Contra el Sida (UMA),Pruebas rápidas de VIH con pre y post consejería; Canalización a servicios médicos; Orientación jurídica; Educación en derechos sexuales y reproductivos; Campañas de prevención en VIH y otra infecciones de transmisión sexual - ETS.,,Tel. 962 6267 896 / Cel: 962 2400 025,,"Central Norte No.168 altos entre 23ª y 25ª Poniente Planta Alta, Col. 5 de Febrero.",,,,,,,,
"Atención y orientación a personas migrantes y solicitantes de protección internacional. <br><br>Tel. 962 1112 582<br><br>Av. Central Poniente No. 14, entre 2ª y 4ª sur, Edificio Soconusco, 2a planta, Col. Centro.","c(-92.2644864, 14.9069459, 0)",Organizaciones Internacionales y No Gubernamentales,Ventanillas de atención a migrantes y refugiados de la OIM,Atención y orientación a personas migrantes y solicitantes de protección internacional. ,,Tel. 962 1112 582,,"Av. Central Poniente No. 14, entre 2ª y 4ª sur, Edificio Soconusco, 2a planta, Col. Centro.",,,,,,,,
"Promoción, difusión y defensa integral de los derechos humanos de las personas migrantes.<br><br>Tel. 962 6425 098<br><br> 4ª Avenida Sur No. 6, Col. Centro.","c(-92.2654745, 14.907095, 0)",Organizaciones Internacionales y No Gubernamentales,Centro de Derechos Humanos Fray Matías de Córdova A.C.,"Promoción, difusión y defensa integral de los derechos humanos de las personas migrantes.",,Tel. 962 6425 098,," 4ª Avenida Sur No. 6, Col. Centro.",,,,,,,,
"Acompañamiento psicojurídico a personas migrantes y solicitantes de protección internacional. <br><br>3a Avenida Norte No. 5 entre Central Oriente y 1a Calle Oriente, Col. Centro.<br><br>Tel. 962 1963 717 / 962 6256 961","c(-92.2611506, 14.9059916, 0)",Organizaciones Internacionales y No Gubernamentales,Servicio Jesuita para Refugiados,Acompañamiento psicojurídico a personas migrantes y solicitantes de protección internacional. ,,"3a Avenida Norte No. 5 entre Central Oriente y 1a Calle Oriente, Col. Centro.",,Tel. 962 1963 717 / 962 6256 961,,,,,,,,
"Información y orientación a personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.<br><br>Tel. 962 6288 034<br><br>Calle Central Oriente No.34 entre 3ª y 5ª Avenida Norte, Col. Centro (entre la Chevrolet y el Oxxo)","c(-92.2607145, 14.9046668, 0)",Organizaciones Internacionales y No Gubernamentales,Centro de Registro y Asistencia Humanitaria  CERAH - ACNUR,Información y orientación a personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.,,Tel. 962 6288 034,,"Calle Central Oriente No.34 entre 3ª y 5ª Avenida Norte, Col. Centro (entre la Chevrolet y el Oxxo)",,,,,,,,
"Defiende los derechos de la niñez, protegiéndolos de violencia infantil, desnutrición, acoso, maltrato y explotación.<br><br>Calle Sauces Mz. 42, Fraccionamiento Laureles 2.","c(-92.2519696, 14.8903316, 0)",Organizaciones Internacionales y No Gubernamentales,Save the Children,"Defiende los derechos de la niñez, protegiéndolos de violencia infantil, desnutrición, acoso, maltrato y explotación.",,"Calle Sauces Mz. 42, Fraccionamiento Laureles 2.",,,,,,,,,,
"Promoción de los derechos y procesos alternativos para mejorar la calidad de vida de<br>niñas, niños y adolescentes.<br><br>10 av. Sur No. 46, Col. Centro.<br><br>Tel. 962 2869 198 <br><br>Lunes a jueves, 9:00 - 14:00 hrs. <br><br>Sábados, 10:00 - 13:00 hrs.<br><br>Ruta a pie","c(-92.27184, 14.9013151, 0)",Organizaciones Internacionales y No Gubernamentales,Iniciativas para el Desarrollo Humano A.C. (IDEHU),Promoción de los derechos y procesos alternativos para mejorar la calidad de vida de,"niñas, niños y adolescentes.",,"10 av. Sur No. 46, Col. Centro.",,Tel. 962 2869 198 ,,"Lunes a jueves, 9:00 - 14:00 hrs. ",,"Sábados, 10:00 - 13:00 hrs.",,Ruta a pie,
"Atención médica básica. <br>Medicina interna, cirugía general, pediatría, gineco-obstetricia y anestesiología.<br><br>Carretera Tapachula-Puerto Madero","c(-92.3184763, 14.8426439, 0)",Salud,Hospital General de Tapachula,Atención médica básica. ,"Medicina interna, cirugía general, pediatría, gineco-obstetricia y anestesiología.",,Carretera Tapachula-Puerto Madero,,,,,,,,,
"Atención médica básica.	<br><br>1ª Calle Oriente entre 7ª y 9ª Avenida Norte, Col. Centro.	<br><br>Tel: 962 6261 949","c(-92.2581812, 14.9048102, 0)",Salud,Cruz Roja Méxicana,Atención médica básica.	,,"1ª Calle Oriente entre 7ª y 9ª Avenida Norte, Col. Centro.	",,Tel: 962 6261 949,,,,,,,,
"Atención médica básica y medicina familiar.	<br><br>Tel. 962 6265 294<br><br>8ª Avenida Norte entre 19ª y 21ª Calle Poniente, Col. 5 de febrero.","c(-92.26091, 14.9171354, 0)",Salud,Centro de Salud Tapachula,Atención médica básica y medicina familiar.	,,Tel. 962 6265 294,,"8ª Avenida Norte entre 19ª y 21ª Calle Poniente, Col. 5 de febrero.",,,,,,,,
"Atención médica básica y medicina familiar.	Avenida Juan Aldama No. 6, Col. Indeco.	<br><br>Tel: 962 6424 214","c(-92.2652482, 14.8777797, 0)",Salud,Centro de Salud Indeco Cebadilla,"Atención médica básica y medicina familiar.	Avenida Juan Aldama No. 6, Col. Indeco.	",,Tel: 962 6424 214,,,,,,,,,,
Atención médica básica y medicina familiar.	<br><br>Camino a Raymundo Enriquez,"c(-92.31298, 14.8656612, 0)",Salud,Centro de Salud Raymundo Enriquez,Atención médica básica y medicina familiar.	,,Camino a Raymundo Enriquez,,,,,,,,,,
Atención médica básica.	<br><br>Ejido de la Lima,"c(-92.2984064, 14.8669784, 0)",Salud,Centro de Salud Llano de la Lima,Atención médica básica.	,,Ejido de la Lima,,,,,,,,,,
"Atención médica básica y medicina familiar.<br><br>Prolongación Duraznos s/n, Col. Santa Clara.<br>Tel. 962 6426 087 <br><br>Diariamente, 8:00 - 20:00 hrs.<br>Ruta Laureles 2","c(-92.2494676, 14.8813816, 0)",Salud,Centro de Salud Santa Clara,Atención médica básica y medicina familiar.,,"Prolongación Duraznos s/n, Col. Santa Clara.",Tel. 962 6426 087 ,,"Diariamente, 8:00 - 20:00 hrs.",Ruta Laureles 2,,,,,,
"Atención médica básica y medicina familiar.	<br><br>Jazmin s/n, Esquina con Jacarandas. Col. Villa Flores.","c(-92.2720568, 14.8836727, 0)",Salud,Centro de Salud Villa Flores,Atención médica básica y medicina familiar.	,,"Jazmin s/n, Esquina con Jacarandas. Col. Villa Flores.",,,,,,,,,,
"Atención médica en SIDA e infecciones de transmisión sexual, así como orientación general e información preventiva.	<br><br>Prolongación Boulevard Akishino, esquina Vicente Guerrero s/n, Col. La Antorcha, Etapa 4.<br><br>Tel: 962 6284 076","c(-92.2915466, 14.892609, 0)",Salud,Centros Ambulatorios de Prevención y Atención en SIDA e ITS (CAPACITS),"Atención médica en SIDA e infecciones de transmisión sexual, así como orientación general e información preventiva.	",,"Prolongación Boulevard Akishino, esquina Vicente Guerrero s/n, Col. La Antorcha, Etapa 4.",,Tel: 962 6284 076,,,,,,,,
"Atención médica básica y medicina familiar.<br>Obregón s/n entre avenida San Ramón y San Isidro, Col. Libertad. <br><br>Diariamente, 8:00 - 20:00 hrs.<br><br>Ruta Nuevo Milenio","c(-92.2999102, 14.8910703, 0)",Salud,Centro de Salud Nuevo Milenio,Atención médica básica y medicina familiar.,"Obregón s/n entre avenida San Ramón y San Isidro, Col. Libertad. ",,"Diariamente, 8:00 - 20:00 hrs.",,Ruta Nuevo Milenio,,,,,,,
"Atención médica básica.<br><br>13a Calle de Gyves Córdova, camino a la Pita. <br><br>Lunes a viernes, 9:00 - 14:00 hrs.<br><br>Ruta Palmeras","c(-92.2754095, 14.8672198, 0)",Salud,Centro De Salud Palmeras,Atención médica básica.,,"13a Calle de Gyves Córdova, camino a la Pita. ",,"Lunes a viernes, 9:00 - 14:00 hrs.",,Ruta Palmeras,,,,,,
Servicio de transporte aéreo nacional e internacional.<br><br>Tel: 962 6264 189,"c(-92.3687911, 14.7904152, 0)",Transporte,Aeropuerto Internacional de Tapachula,Servicio de transporte aéreo nacional e internacional.,,Tel: 962 6264 189,,,,,,,,,,
"Servicio de transporte. <br><br>Novena Pte. 63, Col. Centro","c(-92.2666745, 14.9137887, 0)",Transporte,Autobuses Rapidos del Sur,Servicio de transporte. ,,"Novena Pte. 63, Col. Centro",,,,,,,,,,
"Servicio de transporte.<br><br>Calle 17A Oriente número 45, Col. Centro","c(-92.2577911, 14.9133638, 0)",Transporte,Terminal de Autobuses Tapachula,Servicio de transporte.,,"Calle 17A Oriente número 45, Col. Centro",,,,,,,,,,
Servicio de transporte,"c(-92.2672425, 14.9125801, 0)",Transporte,Central Camionera De Cortos Recorridos,Servicio de transporte,,,,,,,,,,,,
descripción: Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección como refugiadas en México.<br><br><br><br>Teléfono: 934 117 1725<br>934 110 7129<br>Horario: Lunes a sábado<br>9:00 a.m. - 1:00 p.m.<br>4:00 p.m. - 6:00 p.m.,"c(-91.4309629, 17.461921, 0)",Albergues,"Albergue La 72, Hogar-Refugio para Migrantes",descripción: Asistencia humanitaria y de alojamiento a personas migrantes y que buscan protección como refugiadas en México.,,,,Teléfono: 934 117 1725,934 110 7129,Horario: Lunes a sábado,9:00 a.m. - 1:00 p.m.,4:00 p.m. - 6:00 p.m.,,,,
descripción: Atención a ciudadanos guatemaltecos.<br>Teléfono: 934 342 4249<br>934 342 4251<br>Horario: Lunes a viernes<br>de 9:00 a.m. - 5:00 p.m.,"c(-91.4256567, 17.4769556, 0)",Consulados,Consulado de Guatemala,descripción: Atención a ciudadanos guatemaltecos.,Teléfono: 934 342 4249,934 342 4251,Horario: Lunes a viernes,de 9:00 a.m. - 5:00 p.m.,,,,,,,,
descripción: Atención a ciudadanos hondureños.<br>Teléfono: 934 342 6174<br>934 342 6599<br>Horario: Lunes a viernes<br>de 9:00 a.m. - 5:00 p.m.,"c(-91.4261734, 17.4769606, 0)",Consulados,Consulado de Honduras,descripción: Atención a ciudadanos hondureños.,Teléfono: 934 342 6174,934 342 6599,Horario: Lunes a viernes,de 9:00 a.m. - 5:00 p.m.,,,,,,,,
"descripción: Espacio para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.<br><br>Teléfono: 934 342 02 50<br>Horario: Lunes a viernes<br>de 9:00 a.m. - 3:00 p.m.<br>(ingreso de trámites solo en línea)","c(-91.4383441, 17.459278, 0)",Instituciones Públicas,Instituto Nacional de Migración (INM),"descripción: Espacio para realizar trámites migratorios, como la Tarjeta de visitante por razones humanitarias.",,Teléfono: 934 342 02 50,Horario: Lunes a viernes,de 9:00 a.m. - 3:00 p.m.,(ingreso de trámites solo en línea),,,,,,,
"descripción: Oficina encargada de recibir, analizar y decidir sobre las solicitudes de la condición de refugiado.<br><br><br><br>Teléfono: 558 055 9355<br>934 688 0404<br>Horario: Lunes a viernes, 9:00 a.m. - 6:00 p.m.","c(-91.4303754, 17.4696751, 0)",Instituciones Públicas,Comisión Mexicana de Ayuda a Refugiados COMAR ,"descripción: Oficina encargada de recibir, analizar y decidir sobre las solicitudes de la condición de refugiado.",,,,Teléfono: 558 055 9355,934 688 0404,"Horario: Lunes a viernes, 9:00 a.m. - 6:00 p.m.",,,,,,
"descripción: Oficina del Desarrollo Integral para la Familia, encargada del bienestar y protección de las familias mexicanas y extranjeras.<br><br><br>Teléfono: 934 342 08 32<br>Horario: Lunes a viernes, 8:00 a.m. - 3:00 p.m.","c(-91.4188445, 17.4686029, 0)",Instituciones Públicas,DIF Tenosique,"descripción: Oficina del Desarrollo Integral para la Familia, encargada del bienestar y protección de las familias mexicanas y extranjeras.",,,Teléfono: 934 342 08 32,"Horario: Lunes a viernes, 8:00 a.m. - 3:00 p.m.",,,,,,,,
"descripción: Atención ciudadana, asesoría y canalización a servicios públicos<br>del municipio de Tenosique.<br>Teléfono: <br>Horario: Lunes a viernes, 9:00 a.m. - 3:00 p.m.","c(-91.4257752, 17.4771016, 0)",Instituciones Públicas,Palacio Municipal de Tenosique Oficina del Presidente Municipal,"descripción: Atención ciudadana, asesoría y canalización a servicios públicos",del municipio de Tenosique.,Teléfono: ,"Horario: Lunes a viernes, 9:00 a.m. - 3:00 p.m.",,,,,,,,,
descripción: Servicios de educación básica para adultos<br>Teléfono: 934 342 2595<br>Whatsapp:<br>+52 55 3130 8715<br>Horario: Lunes a viernes<br>de 8:00 a.m. - 3:00 p.m,"c(-91.4227222, 17.4689259, 0)",Educación,Instituto de Educación para Adultos,descripción: Servicios de educación básica para adultos,Teléfono: 934 342 2595,Whatsapp:,+52 55 3130 8715,Horario: Lunes a viernes,de 8:00 a.m. - 3:00 p.m,,,,,,,
descripción: Cursos de capacitación y certificación para el trabajo de poca duración que permiten a las personas solicitantes de asilo y refugiadas la actualización o especialización en distintas áreas <br>Teléfono: Lunes a viernes<br>de 8:00 a.m. - 4:00 p.m.<br>(cada taller tiene horarios<br>específicos) <br>Horario: 934 342 4739,"c(-91.4098502, 17.4738699, 0)",Educación,Instituto de Formación Para El Trabajador del Estado de Tabasco,descripción: Cursos de capacitación y certificación para el trabajo de poca duración que permiten a las personas solicitantes de asilo y refugiadas la actualización o especialización en distintas áreas ,Teléfono: Lunes a viernes,de 8:00 a.m. - 4:00 p.m.,(cada taller tiene horarios,específicos) ,Horario: 934 342 4739,,,,,,,
"descripción: Asistencia humanitaria, orientación, programas de integración para personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.<br><br>Teléfono: 800 226 8769<br>WhatsApp +52 55 7005 5950<br>Horario: Lunes a jueves<br>de 9:00 a.m. - 5:00 p.m.<br>y viernes de 9:00 am - 2:00 p.m.","c(-91.4263962, 17.4765035, 0)",Organismos Internacionales,ACNUR - Agencia de ONU para los Refugiados,"descripción: Asistencia humanitaria, orientación, programas de integración para personas que huyen de sus países y que no pueden volver porque su vida o seguridad corren peligro.",,Teléfono: 800 226 8769,WhatsApp +52 55 7005 5950,Horario: Lunes a jueves,de 9:00 a.m. - 5:00 p.m.,y viernes de 9:00 am - 2:00 p.m.,,,,,,
descripción: Orientación a población migrante para acceso a derechos en<br>México y remoto voluntario asistido (RVA) a país de origen.<br>Oficina compartida con ACNUR<br>Teléfono: 55 7926 1022<br>55 2667 6997<br>56 2564 2650<br>Horario: Lunes a jueves de<br>9:00 a.m. - 5:00 p.m.<br>y viernes de 9:00 am - 2:00 p.m.,"c(-91.4264192, 17.4765366, 0)",Organismos Internacionales,OIM - Organización Internacional para las Migraciones,descripción: Orientación a población migrante para acceso a derechos en,México y remoto voluntario asistido (RVA) a país de origen.,Oficina compartida con ACNUR,Teléfono: 55 7926 1022,55 2667 6997,56 2564 2650,Horario: Lunes a jueves de,9:00 a.m. - 5:00 p.m.,y viernes de 9:00 am - 2:00 p.m.,,,,
"descripción: Oficinas administrativas del sector salud,<br>en ellas se realiza la inscripción al Seguro popular.<br><br>Teléfono: <br>Horario: Lunes a viernes de<br>9:00 a.m. - 3:00 p.m","c(-91.4248967, 17.4698877, 0)",Salud,Jurisdicción Sanitaria Tenosique,"descripción: Oficinas administrativas del sector salud,",en ellas se realiza la inscripción al Seguro popular.,,Teléfono: ,Horario: Lunes a viernes de,9:00 a.m. - 3:00 p.m,,,,,,,
